"","Education","JoiningYear","City","PaymentTier","Age","Gender","EverBenched","ExperienceInCurrentDomain","LeaveOrNot"
"4166","Bachelors",2013,"Bangalore","3",37,"Male","No",5,"0"
"4167","Masters",2016,"New Delhi","3",24,"Male","No",2,"1"
"4168","Bachelors",2014,"Pune","3",33,"Male","Yes",4,"0"
"4169","Bachelors",2015,"Bangalore","3",38,"Female","No",5,"0"
"4171","Bachelors",2014,"Bangalore","3",34,"Male","No",4,"0"
"4172","Masters",2017,"New Delhi","2",26,"Male","No",4,"0"
"4173","Bachelors",2016,"Pune","3",25,"Male","No",3,"0"
"4175","Bachelors",2018,"Bangalore","3",35,"Male","Yes",5,"1"
"4176","PHD",2013,"New Delhi","3",27,"Male","No",5,"0"
"4178","Bachelors",2015,"Bangalore","3",26,"Female","No",4,"1"
"4179","Bachelors",2017,"Bangalore","3",40,"Male","No",0,"0"
"4181","Bachelors",2016,"Pune","3",38,"Male","Yes",0,"0"
"4182","Bachelors",2014,"New Delhi","3",34,"Female","No",5,"0"
"4183","Masters",2017,"Pune","2",24,"Male","No",2,"0"
"4184","Bachelors",2016,"Bangalore","3",38,"Male","No",4,"0"
"4185","Bachelors",2014,"Pune","1",37,"Male","No",1,"0"
"4186","Bachelors",2015,"Bangalore","3",22,"Male","No",0,"0"
"4187","Bachelors",2014,"New Delhi","3",29,"Female","No",2,"1"
"4188","Bachelors",2014,"Pune","1",37,"Female","No",4,"1"
"4189","Bachelors",2016,"Pune","3",23,"Male","No",1,"0"
"4191","Bachelors",2017,"Bangalore","3",28,"Male","No",2,"0"
"4192","Bachelors",2012,"Pune","3",24,"Male","Yes",2,"0"
"4193","Masters",2017,"Bangalore","2",35,"Female","No",0,"0"
"4195","Bachelors",2018,"Bangalore","3",33,"Male","No",4,"1"
"4196","Bachelors",2015,"Bangalore","3",27,"Female","No",5,"0"
"4197","Bachelors",2016,"Bangalore","3",32,"Male","No",4,"0"
"4199","Bachelors",2012,"Bangalore","3",26,"Male","Yes",4,"0"
"4200","Bachelors",2012,"Bangalore","1",35,"Male","No",4,"0"
"4201","PHD",2012,"New Delhi","3",25,"Male","No",3,"0"
"4202","Masters",2013,"Bangalore","2",29,"Male","No",1,"1"
"4203","Bachelors",2012,"Bangalore","3",36,"Female","No",3,"0"
"4204","Bachelors",2013,"Bangalore","3",30,"Male","No",1,"0"
"4205","Bachelors",2017,"Pune","2",37,"Female","No",4,"1"
"4206","Bachelors",2016,"Bangalore","3",40,"Male","No",0,"1"
"4207","Bachelors",2012,"Bangalore","3",24,"Male","No",2,"0"
"4208","Bachelors",2012,"Bangalore","3",32,"Male","No",4,"0"
"4209","Bachelors",2018,"Pune","3",34,"Male","No",0,"1"
"4210","Bachelors",2014,"Pune","3",29,"Male","No",3,"0"
"4211","Bachelors",2012,"Bangalore","3",23,"Female","No",1,"1"
"4212","Bachelors",2017,"Pune","3",23,"Male","No",1,"0"
"4213","Bachelors",2013,"Bangalore","3",25,"Female","No",3,"0"
"4216","Bachelors",2014,"Bangalore","3",27,"Male","No",5,"0"
"4217","PHD",2015,"New Delhi","2",39,"Female","No",5,"0"
"4218","Bachelors",2016,"Bangalore","3",33,"Female","No",1,"1"
"4220","Masters",2017,"New Delhi","2",34,"Female","No",4,"0"
"4221","Bachelors",2015,"Pune","2",37,"Female","No",1,"1"
"4223","Bachelors",2017,"New Delhi","3",27,"Male","No",5,"0"
"4224","Masters",2017,"Pune","2",38,"Female","No",2,"0"
"4225","Bachelors",2014,"Bangalore","3",27,"Female","No",5,"0"
"4226","Bachelors",2016,"Bangalore","3",22,"Male","No",0,"0"
"4227","Masters",2015,"Pune","2",26,"Female","No",4,"1"
"4228","Bachelors",2012,"Bangalore","3",40,"Male","No",3,"0"
"4229","Bachelors",2016,"Bangalore","3",33,"Female","No",3,"0"
"4231","Bachelors",2017,"Pune","3",33,"Male","No",4,"0"
"4232","Bachelors",2015,"New Delhi","3",30,"Male","No",5,"0"
"4233","Bachelors",2015,"New Delhi","3",33,"Female","No",5,"1"
"4234","Masters",2017,"New Delhi","3",33,"Female","No",0,"1"
"4235","Bachelors",2016,"Pune","3",22,"Male","No",0,"0"
"4236","Bachelors",2012,"Pune","3",28,"Male","No",2,"0"
"4237","Bachelors",2013,"Bangalore","3",36,"Male","No",4,"0"
"4238","Bachelors",2017,"New Delhi","2",36,"Female","No",1,"0"
"4241","Bachelors",2012,"Pune","1",31,"Male","No",4,"0"
"4243","Masters",2015,"Bangalore","3",26,"Male","No",4,"1"
"4244","Bachelors",2017,"Bangalore","2",25,"Female","No",3,"1"
"4245","Bachelors",2013,"Bangalore","3",26,"Male","No",4,"0"
"4246","Bachelors",2013,"New Delhi","3",35,"Female","No",0,"0"
"4247","Bachelors",2013,"Pune","2",28,"Male","No",5,"0"
"4248","Bachelors",2012,"Bangalore","3",32,"Female","No",0,"0"
"4249","Masters",2017,"New Delhi","2",22,"Male","No",0,"1"
"4251","Bachelors",2015,"Bangalore","3",38,"Male","No",1,"0"
"4252","Bachelors",2014,"Bangalore","3",39,"Female","No",1,"0"
"4253","Masters",2017,"New Delhi","2",25,"Female","No",3,"1"
"4254","Bachelors",2016,"Pune","3",27,"Male","No",5,"0"
"4257","Bachelors",2013,"Bangalore","3",33,"Male","No",2,"0"
"4258","Bachelors",2013,"Pune","3",24,"Male","No",2,"0"
"4259","Bachelors",2014,"Bangalore","3",37,"Male","No",5,"0"
"4260","Bachelors",2018,"Pune","3",28,"Male","Yes",0,"1"
"4261","Masters",2017,"Pune","3",32,"Male","Yes",2,"0"
"4262","PHD",2016,"New Delhi","3",33,"Male","No",0,"1"
"4263","Bachelors",2014,"New Delhi","3",32,"Male","No",5,"0"
"4264","Bachelors",2017,"Bangalore","3",24,"Male","No",2,"1"
"4265","Bachelors",2016,"Bangalore","3",27,"Male","Yes",5,"0"
"4266","Bachelors",2012,"Pune","2",35,"Female","No",2,"1"
"4268","Bachelors",2017,"New Delhi","2",34,"Female","No",4,"0"
"4270","Bachelors",2014,"Pune","3",26,"Male","No",4,"0"
"4271","Masters",2015,"Pune","2",29,"Female","No",2,"0"
"4272","Bachelors",2013,"Bangalore","3",29,"Male","No",4,"0"
"4273","Bachelors",2015,"Pune","2",23,"Female","Yes",1,"1"
"4274","Bachelors",2015,"Pune","3",32,"Male","No",0,"0"
"4275","Bachelors",2014,"Pune","3",28,"Male","Yes",4,"0"
"4276","Masters",2013,"New Delhi","2",32,"Male","Yes",2,"1"
"4278","Bachelors",2013,"Bangalore","3",38,"Male","No",0,"0"
"4279","PHD",2017,"Pune","3",30,"Male","No",5,"0"
"4280","PHD",2015,"New Delhi","3",31,"Male","No",3,"0"
"4281","Bachelors",2012,"Bangalore","3",25,"Male","No",3,"1"
"4282","Bachelors",2013,"Bangalore","3",37,"Female","No",4,"0"
"4285","Bachelors",2015,"Pune","2",22,"Female","No",0,"1"
"4286","Bachelors",2018,"Bangalore","3",38,"Male","No",2,"1"
"4287","Bachelors",2015,"New Delhi","3",22,"Male","No",0,"0"
"4289","PHD",2015,"New Delhi","1",38,"Male","No",5,"0"
"4290","Bachelors",2016,"New Delhi","2",26,"Female","No",4,"1"
"4291","Masters",2017,"New Delhi","2",31,"Male","No",4,"0"
"4292","Masters",2014,"New Delhi","3",28,"Male","No",5,"0"
"4293","PHD",2017,"New Delhi","3",34,"Female","No",3,"0"
"4294","Masters",2013,"Bangalore","3",31,"Male","No",2,"0"
"4295","Bachelors",2014,"New Delhi","3",26,"Female","No",4,"0"
"4296","Bachelors",2013,"Pune","3",40,"Female","No",1,"1"
"4297","Bachelors",2016,"Bangalore","3",31,"Male","No",0,"0"
"4298","Bachelors",2013,"Bangalore","3",26,"Female","No",4,"0"
"4299","Bachelors",2018,"Pune","3",32,"Female","No",1,"1"
"4302","Bachelors",2017,"Bangalore","3",40,"Male","No",0,"0"
"4303","Masters",2013,"New Delhi","3",31,"Male","No",2,"1"
"4305","Bachelors",2014,"Bangalore","3",31,"Male","No",5,"0"
"4306","Bachelors",2015,"Pune","3",22,"Male","No",0,"0"
"4307","Bachelors",2016,"Bangalore","3",34,"Female","No",0,"0"
"4309","Bachelors",2015,"Bangalore","3",23,"Male","Yes",1,"0"
"4310","PHD",2017,"Bangalore","3",27,"Male","No",5,"0"
"4311","Bachelors",2016,"Bangalore","3",34,"Male","No",1,"0"
"4313","Bachelors",2018,"Bangalore","3",24,"Male","Yes",2,"1"
"4314","Bachelors",2015,"Pune","3",37,"Female","No",1,"1"
"4315","PHD",2013,"New Delhi","3",23,"Male","No",1,"0"
"4316","Bachelors",2018,"Bangalore","3",36,"Male","No",3,"1"
"4318","Bachelors",2012,"Pune","3",31,"Male","No",3,"0"
"4319","Bachelors",2015,"Bangalore","3",22,"Male","No",0,"0"
"4320","Bachelors",2015,"Pune","2",24,"Female","No",2,"1"
"4321","Bachelors",2018,"Pune","2",28,"Female","No",4,"1"
"4322","Bachelors",2014,"Pune","3",33,"Male","No",3,"0"
"4324","Bachelors",2012,"New Delhi","3",30,"Female","Yes",1,"0"
"4325","Bachelors",2014,"Bangalore","3",28,"Female","No",3,"0"
"4326","Bachelors",2015,"Bangalore","3",22,"Male","Yes",0,"0"
"4327","Bachelors",2014,"Bangalore","3",38,"Male","No",3,"0"
"4328","Bachelors",2014,"Pune","3",39,"Male","No",4,"0"
"4329","PHD",2012,"Bangalore","1",38,"Male","No",5,"0"
"4330","Bachelors",2014,"Bangalore","3",22,"Female","No",0,"1"
"4332","Bachelors",2015,"Bangalore","3",27,"Male","No",5,"0"
"4333","Bachelors",2016,"Pune","1",32,"Male","No",2,"0"
"4334","Bachelors",2017,"New Delhi","2",39,"Female","No",2,"0"
"4335","Bachelors",2015,"Pune","2",36,"Male","No",5,"0"
"4336","Bachelors",2018,"Bangalore","3",34,"Male","Yes",5,"1"
"4337","Bachelors",2015,"Bangalore","3",28,"Male","No",1,"0"
"4338","Bachelors",2018,"Bangalore","3",36,"Female","Yes",1,"1"
"4340","Bachelors",2014,"New Delhi","1",28,"Female","No",5,"0"
"4341","Bachelors",2016,"Pune","2",27,"Female","No",5,"1"
"4343","Bachelors",2012,"Bangalore","3",31,"Male","No",0,"0"
"4344","Bachelors",2013,"Bangalore","3",26,"Male","Yes",4,"0"
"4346","Bachelors",2015,"Pune","2",33,"Female","No",2,"1"
"4347","Bachelors",2017,"Pune","2",38,"Female","No",1,"1"
"4348","Bachelors",2014,"Pune","3",38,"Male","No",2,"0"
"4349","Bachelors",2012,"Pune","3",32,"Male","No",3,"0"
"4350","Bachelors",2014,"Bangalore","3",26,"Male","No",4,"0"
"4351","Masters",2017,"Pune","2",33,"Female","No",2,"0"
"4352","Bachelors",2015,"Bangalore","3",34,"Female","No",2,"0"
"4354","Bachelors",2014,"Bangalore","3",27,"Male","No",5,"0"
"4355","Masters",2017,"Pune","2",27,"Male","No",5,"0"
"4356","Bachelors",2017,"New Delhi","2",40,"Female","No",5,"0"
"4357","Masters",2012,"Bangalore","3",31,"Female","No",4,"0"
"4358","Bachelors",2014,"Bangalore","3",22,"Male","No",0,"0"
"4359","Masters",2017,"New Delhi","2",22,"Male","No",0,"1"
"4360","Bachelors",2016,"New Delhi","3",26,"Female","No",4,"0"
"4361","Bachelors",2017,"New Delhi","3",28,"Female","No",1,"1"
"4363","Masters",2015,"Pune","3",31,"Male","No",0,"0"
"4364","Bachelors",2016,"Bangalore","3",24,"Male","No",2,"0"
"4365","Bachelors",2015,"Pune","2",25,"Male","No",3,"1"
"4366","PHD",2013,"Bangalore","3",26,"Male","No",4,"0"
"4368","Bachelors",2018,"Pune","2",34,"Female","No",4,"1"
"4370","Bachelors",2014,"Pune","3",37,"Male","No",1,"0"
"4371","Bachelors",2015,"Bangalore","3",33,"Male","No",3,"1"
"4372","Bachelors",2016,"Pune","3",27,"Male","No",5,"0"
"4375","Masters",2017,"Pune","2",26,"Female","No",4,"0"
"4376","Bachelors",2012,"Bangalore","3",23,"Male","Yes",1,"0"
"4377","Masters",2015,"Pune","2",31,"Female","No",2,"0"
"4379","Masters",2017,"New Delhi","2",24,"Female","No",2,"1"
"4380","Bachelors",2016,"Bangalore","3",37,"Female","Yes",4,"0"
"4381","Masters",2018,"New Delhi","3",35,"Male","No",2,"1"
"4382","Bachelors",2013,"Bangalore","3",22,"Male","No",0,"1"
"4383","Bachelors",2012,"Pune","3",35,"Male","No",5,"0"
"4384","Bachelors",2014,"New Delhi","3",30,"Female","No",3,"0"
"4385","Bachelors",2014,"Bangalore","3",30,"Male","No",0,"0"
"4386","Bachelors",2014,"Pune","3",29,"Male","No",3,"0"
"4387","Masters",2017,"Bangalore","3",36,"Male","No",4,"1"
"4388","Bachelors",2014,"Bangalore","3",37,"Male","No",4,"0"
"4389","Bachelors",2016,"Pune","3",40,"Male","No",2,"0"
"4390","Bachelors",2015,"Pune","2",26,"Female","No",4,"1"
"4391","Masters",2017,"New Delhi","2",26,"Female","No",4,"0"
"4392","Bachelors",2017,"Bangalore","3",38,"Male","No",3,"0"
"4393","Bachelors",2014,"Bangalore","3",31,"Male","No",3,"1"
"4394","Bachelors",2014,"Bangalore","3",22,"Female","No",0,"0"
"4395","Bachelors",2012,"Pune","3",34,"Male","No",0,"0"
"4396","Bachelors",2015,"New Delhi","3",31,"Female","No",0,"0"
"4397","Bachelors",2012,"Bangalore","3",39,"Female","No",3,"0"
"4398","Masters",2018,"New Delhi","3",33,"Female","No",2,"1"
"4400","Bachelors",2012,"Bangalore","3",38,"Male","No",4,"0"
"4401","Bachelors",2017,"Pune","2",22,"Female","No",0,"1"
"4402","Bachelors",2014,"Pune","2",32,"Female","No",0,"1"
"4403","Bachelors",2014,"Pune","3",34,"Male","No",5,"0"
"4404","Bachelors",2014,"Bangalore","1",31,"Female","No",5,"0"
"4405","Bachelors",2016,"Bangalore","3",23,"Male","No",1,"0"
"4406","Bachelors",2013,"Pune","2",39,"Female","No",1,"1"
"4407","Bachelors",2017,"New Delhi","3",26,"Male","No",4,"0"
"4408","Bachelors",2013,"Pune","2",33,"Female","Yes",4,"1"
"4409","Bachelors",2013,"Bangalore","3",27,"Female","No",5,"0"
"4410","PHD",2018,"New Delhi","3",24,"Male","No",2,"1"
"4411","Bachelors",2017,"Bangalore","3",38,"Male","No",1,"0"
"4412","Bachelors",2017,"Bangalore","3",27,"Male","No",5,"0"
"4414","Bachelors",2015,"Bangalore","3",23,"Male","No",1,"0"
"4415","Bachelors",2014,"New Delhi","3",26,"Female","No",4,"0"
"4418","Bachelors",2015,"Pune","2",36,"Female","No",3,"1"
"4419","Bachelors",2017,"Bangalore","3",28,"Male","No",0,"0"
"4421","Masters",2017,"New Delhi","2",36,"Female","No",3,"0"
"4424","Bachelors",2017,"Bangalore","3",28,"Male","No",3,"1"
"4425","Bachelors",2015,"Pune","3",39,"Female","No",2,"1"
"4426","Bachelors",2013,"Bangalore","3",23,"Female","No",1,"0"
"4427","Bachelors",2014,"Bangalore","3",32,"Male","No",1,"0"
"4428","Masters",2013,"New Delhi","3",33,"Female","No",2,"0"
"4429","Bachelors",2017,"New Delhi","3",39,"Female","No",4,"0"
"4430","Masters",2017,"Bangalore","2",24,"Female","No",2,"0"
"4431","Bachelors",2016,"Pune","3",33,"Male","No",2,"0"
"4432","Bachelors",2016,"Pune","2",29,"Female","No",4,"1"
"4434","Masters",2015,"Pune","3",27,"Female","No",5,"1"
"4435","Masters",2013,"New Delhi","2",35,"Female","No",2,"1"
"4436","Bachelors",2015,"Pune","2",28,"Female","No",2,"1"
"4437","Bachelors",2016,"Bangalore","3",22,"Male","No",0,"0"
"4438","Bachelors",2013,"Bangalore","3",39,"Male","No",5,"1"
"4440","Bachelors",2017,"New Delhi","2",40,"Female","No",3,"0"
"4441","Bachelors",2012,"New Delhi","3",35,"Female","No",5,"0"
"4442","Bachelors",2016,"Bangalore","3",33,"Male","No",4,"0"
"4444","Bachelors",2012,"Bangalore","3",23,"Male","No",1,"0"
"4445","Bachelors",2014,"Bangalore","3",28,"Male","No",2,"1"
"4446","Bachelors",2016,"Bangalore","3",27,"Male","No",5,"0"
"4447","Bachelors",2017,"Bangalore","3",26,"Female","No",4,"0"
"4448","Bachelors",2014,"Bangalore","3",33,"Male","No",3,"0"
"4450","Bachelors",2013,"Bangalore","3",33,"Male","No",3,"1"
"4451","Bachelors",2013,"Pune","3",36,"Female","No",0,"1"
"4452","Bachelors",2015,"New Delhi","3",26,"Male","No",4,"0"
"4453","Bachelors",2012,"Bangalore","3",26,"Male","No",4,"0"
"4454","Bachelors",2014,"Bangalore","3",39,"Female","No",5,"0"
"4456","Bachelors",2018,"Bangalore","3",24,"Male","No",2,"1"
"4457","Bachelors",2012,"Bangalore","3",36,"Female","No",4,"0"
"4458","Bachelors",2016,"Bangalore","3",33,"Male","No",0,"0"
"4459","Bachelors",2013,"Pune","1",33,"Female","No",0,"1"
"4461","Masters",2012,"New Delhi","3",27,"Male","No",5,"1"
"4462","Bachelors",2015,"Bangalore","3",33,"Male","Yes",4,"0"
"4463","Bachelors",2016,"Pune","2",35,"Female","No",4,"1"
"4464","Bachelors",2014,"Pune","2",40,"Female","No",0,"1"
"4465","Bachelors",2017,"Pune","2",25,"Male","No",3,"0"
"4466","Bachelors",2014,"Bangalore","3",38,"Male","No",2,"0"
"4467","Bachelors",2017,"New Delhi","2",40,"Male","No",5,"0"
"4468","Bachelors",2014,"Bangalore","3",29,"Male","Yes",0,"0"
"4469","Bachelors",2012,"Bangalore","3",27,"Male","No",5,"0"
"4471","Masters",2017,"New Delhi","2",25,"Female","No",3,"1"
"4473","Bachelors",2017,"New Delhi","2",22,"Male","No",0,"1"
"4474","PHD",2015,"Pune","2",35,"Female","No",0,"0"
"4476","Bachelors",2014,"New Delhi","2",25,"Female","No",3,"1"
"4477","Bachelors",2015,"Bangalore","3",29,"Female","No",1,"0"
"4478","Masters",2017,"New Delhi","1",37,"Male","No",0,"0"
"4479","Bachelors",2014,"Bangalore","3",35,"Male","No",1,"0"
"4480","Bachelors",2012,"Bangalore","3",26,"Male","No",4,"0"
"4481","Masters",2018,"New Delhi","3",26,"Male","No",4,"1"
"4483","Bachelors",2014,"Bangalore","3",31,"Male","No",0,"0"
"4484","Bachelors",2014,"Bangalore","3",34,"Male","No",5,"0"
"4486","Bachelors",2016,"Pune","3",35,"Male","No",1,"0"
"4487","Bachelors",2017,"Pune","3",27,"Male","No",5,"0"
"4488","Masters",2017,"New Delhi","3",34,"Male","No",1,"1"
"4489","Bachelors",2018,"Bangalore","3",40,"Female","No",4,"1"
"4490","Bachelors",2012,"Pune","3",39,"Male","No",4,"0"
"4491","Bachelors",2013,"Pune","1",39,"Female","Yes",0,"1"
"4492","Bachelors",2015,"Bangalore","3",22,"Male","No",0,"1"
"4493","Masters",2017,"Pune","2",33,"Male","Yes",2,"0"
"4496","Bachelors",2017,"Bangalore","3",40,"Female","No",3,"0"
"4498","Bachelors",2018,"New Delhi","3",36,"Female","Yes",2,"1"
"4499","Bachelors",2013,"Pune","2",37,"Male","Yes",5,"0"
"4500","Bachelors",2017,"Pune","2",33,"Female","No",2,"1"
"4501","Bachelors",2013,"Bangalore","3",37,"Female","No",2,"1"
"4502","Bachelors",2013,"Pune","3",34,"Male","No",5,"0"
"4504","Bachelors",2018,"Bangalore","3",31,"Male","Yes",0,"1"
"4505","Masters",2012,"New Delhi","3",37,"Male","No",4,"0"
"4506","Bachelors",2018,"Pune","3",26,"Male","No",4,"1"
"4507","Masters",2014,"New Delhi","3",34,"Female","No",1,"1"
"4508","Bachelors",2015,"Pune","3",39,"Male","No",1,"0"
"4509","Bachelors",2017,"Pune","2",23,"Female","No",1,"1"
"4511","Bachelors",2015,"Pune","3",25,"Male","No",3,"0"
"4512","Bachelors",2013,"Pune","2",38,"Male","No",0,"1"
"4513","Masters",2017,"New Delhi","1",23,"Male","No",1,"0"
"4514","Masters",2017,"New Delhi","3",26,"Male","No",4,"1"
"4515","Masters",2018,"New Delhi","3",33,"Female","No",2,"1"
"4516","Bachelors",2015,"Pune","2",37,"Female","No",4,"1"
"4517","Bachelors",2013,"Bangalore","3",35,"Male","No",5,"0"
"4518","Bachelors",2013,"Bangalore","3",23,"Female","Yes",1,"0"
"4519","Bachelors",2013,"Pune","3",31,"Male","No",2,"0"
"4520","Bachelors",2017,"Bangalore","3",24,"Male","Yes",2,"0"
"4521","Bachelors",2015,"Bangalore","3",28,"Male","No",3,"0"
"4522","Bachelors",2013,"Pune","2",37,"Female","No",0,"1"
"4524","Bachelors",2015,"Bangalore","3",28,"Male","No",1,"1"
"4526","Bachelors",2014,"Bangalore","3",26,"Male","No",4,"0"
"4527","Masters",2015,"Pune","2",29,"Female","No",1,"0"
"4530","Bachelors",2015,"Pune","3",36,"Male","No",3,"0"
"4531","Bachelors",2012,"Bangalore","3",22,"Male","No",0,"1"
"4532","Masters",2017,"New Delhi","3",31,"Male","No",2,"0"
"4533","PHD",2017,"New Delhi","3",29,"Male","No",3,"0"
"4534","Bachelors",2014,"Pune","3",37,"Female","No",4,"1"
"4535","Bachelors",2012,"Bangalore","3",24,"Male","No",2,"0"
"4536","Bachelors",2015,"Pune","2",28,"Female","Yes",2,"1"
"4537","PHD",2016,"New Delhi","3",22,"Male","No",0,"0"
"4538","Bachelors",2015,"Bangalore","3",31,"Male","No",2,"1"
"4539","Bachelors",2013,"Pune","2",28,"Female","No",3,"1"
"4541","Bachelors",2016,"Bangalore","3",23,"Male","No",1,"0"
"4542","Bachelors",2016,"New Delhi","1",25,"Female","Yes",3,"0"
"4543","Bachelors",2013,"Pune","1",23,"Female","No",1,"1"
"4544","Bachelors",2017,"New Delhi","2",26,"Female","No",4,"0"
"4545","Bachelors",2015,"Pune","2",22,"Female","No",0,"1"
"4546","Bachelors",2015,"Bangalore","3",38,"Female","No",2,"0"
"4547","Bachelors",2017,"Bangalore","3",25,"Female","No",3,"0"
"4548","Bachelors",2017,"New Delhi","3",37,"Female","No",1,"1"
"4549","PHD",2012,"New Delhi","3",30,"Male","No",4,"0"
"4551","PHD",2014,"Bangalore","3",23,"Male","No",1,"0"
"4552","Masters",2017,"New Delhi","2",25,"Female","No",3,"0"
"4553","Bachelors",2015,"Bangalore","3",39,"Female","No",0,"0"
"4554","PHD",2013,"Pune","1",32,"Female","No",0,"1"
"4555","Bachelors",2015,"Pune","3",28,"Female","No",1,"1"
"4556","Bachelors",2015,"New Delhi","3",23,"Female","No",1,"0"
"4557","PHD",2014,"Bangalore","1",34,"Female","No",3,"0"
"4560","Bachelors",2016,"Bangalore","3",40,"Male","No",3,"0"
"4561","Bachelors",2015,"Bangalore","3",25,"Female","No",3,"1"
"4563","Bachelors",2015,"Bangalore","3",34,"Male","No",4,"0"
"4564","Bachelors",2017,"Bangalore","3",23,"Male","No",1,"0"
"4565","Bachelors",2017,"Bangalore","3",24,"Female","No",2,"0"
"4566","Bachelors",2015,"Bangalore","1",35,"Male","No",3,"0"
"4567","Bachelors",2014,"Bangalore","3",24,"Male","No",2,"0"
"4568","Bachelors",2017,"Pune","3",28,"Male","No",3,"0"
"4569","Masters",2017,"New Delhi","2",39,"Female","No",4,"0"
"4570","PHD",2017,"New Delhi","3",31,"Female","No",5,"0"
"4571","Bachelors",2014,"Bangalore","3",32,"Male","No",2,"0"
"4572","Bachelors",2017,"New Delhi","2",37,"Female","No",3,"0"
"4573","Bachelors",2014,"Pune","1",22,"Female","No",0,"1"
"4574","Bachelors",2015,"Bangalore","3",32,"Female","No",4,"0"
"4575","Bachelors",2016,"Bangalore","3",37,"Male","No",2,"0"
"4577","Bachelors",2013,"Pune","3",24,"Male","Yes",2,"0"
"4578","Masters",2017,"New Delhi","3",40,"Male","No",2,"0"
"4579","Bachelors",2014,"Bangalore","3",39,"Male","No",3,"0"
"4580","Bachelors",2013,"Bangalore","3",24,"Male","No",2,"0"
"4581","Bachelors",2016,"Bangalore","3",25,"Male","No",3,"0"
"4583","Bachelors",2017,"New Delhi","2",33,"Male","No",3,"0"
"4584","Bachelors",2016,"Pune","3",36,"Male","Yes",3,"0"
"4587","Bachelors",2014,"New Delhi","2",23,"Female","No",1,"1"
"4588","Bachelors",2014,"Pune","1",33,"Female","No",2,"1"
"4589","Bachelors",2013,"Bangalore","3",31,"Male","No",3,"0"
"4590","Bachelors",2015,"Bangalore","3",39,"Female","No",0,"0"
"4591","Bachelors",2017,"Bangalore","3",36,"Male","No",4,"1"
"4593","Bachelors",2013,"New Delhi","3",28,"Female","No",0,"1"
"4595","Bachelors",2013,"Bangalore","3",36,"Female","No",0,"1"
"4597","Bachelors",2018,"New Delhi","3",27,"Female","No",5,"1"
"4598","Bachelors",2012,"Bangalore","3",25,"Male","No",3,"0"
"4599","Bachelors",2018,"Bangalore","3",31,"Male","No",0,"1"
"4600","Bachelors",2013,"Bangalore","3",36,"Male","No",0,"0"
"4601","Bachelors",2017,"New Delhi","2",31,"Male","No",1,"0"
"4603","Bachelors",2015,"Bangalore","3",39,"Male","No",2,"0"
"4605","Bachelors",2015,"Pune","2",38,"Male","No",2,"1"
"4606","Masters",2017,"New Delhi","3",40,"Female","No",1,"0"
